"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"1","2017","31","Hotel","14","31","2114","3460","7503","10494","9617","13954","1"
"1","2017","31","Hotel","14","31","549","765","3315","7370","3864","8135","1"
"1","2017","31","Hotel","14","31","681","1661","2861","8368","3542","10029","1"
"1","2017","31","Hotel","11","32","0","0","0","0","0","0","1"
"1","2017","31","Hotel","14","27","2987","5242","612","1074","3599","6316","1"
"1","2017","31","Otros","11","32","50","107","10","25","60","132","2.2857142857143"
"1","2017","31","Hotel","14","31","358","475","2331","4585","2689","5060","5.4"
"1","2017","31","Hotel","15","16","1446","6223","281","1164","1727","7387","1"
"1","2017","31","Hotel","14","31","1119","1862","1167","3766","2286","5628","5.4"
"1","2017","31","Hotel","12","24","1592","2113","4503","7030","6095","9143","1"
"1","2017","31","Hotel","16","40","1152","2212","963","2315","2115","4527","1"
"1","2017","31","Hotel","6","12","1240","1788","139","359","1379","2147","1"
"1","2017","31","Hotel","10","23","1891","2347","937","1445","2828","3792","1"
"1","2017","31","Hotel","14","31","1746","3532","356","726","2102","4258","5.4"
"1","2017","31","Hotel","3","4","787","1838","299","1440","1086","3278","1"
"1","2017","31","","11","32","587","1032","182","283","769","1315","1"
"1","2017","31","Hotel","6","12","835","1537","133","431","968","1968","1"
"1","2017","31","Hotel","6","12","2494","3520","531","822","3025","4342","1"
"1","2017","31","Hotel","9","26","2734","5662","69","142","2803","5804","1"
"1","2017","31","Hotel","2","1","367","3254","73","712","440","3966","1"
"1","2017","31","Hotel","9","26","2077","5707","772","2345","2849","8052","1"
"1","2017","31","Hotel","6","12","531","952","70","162","601","1114","1"
"1","2017","31","Hotel","14","31","46","49","4687","8361","4733","8410","5.4"
"1","2017","31","Hotel","11","32","277","513","54","110","331","623","1"
"1","2017","31","Hotel","2","6","1315","2215","681","951","1996","3166","1"
"1","2017","31","Hotel","16","40","565","2581","1124","5126","1689","7707","1"
"1","2017","31","Hotel","14","27","994","2258","1303","3189","2297","5447","1"
"1","2017","31","Otros","11","36","256","724","16","80","272","804","1"
"1","2017","31","Hotel","10","23","1159","2328","1110","2545","2269","4873","1"
"1","2017","31","Hotel","14","31","181","543","719","3567","900","4110","7.8"
"1","2017","31","Hotel","7","17","301","881","1066","3191","1367","4072","1"
"1","2017","31","Hotel","2","1","2485","3079","314","390","2799","3469","2"
"1","2017","31","Hotel","2","1","2156","3191","498","1369","2654","4560","2"
"1","2017","31","Hotel","4","13","998","1660","353","538","1351","2198","1"
"1","2017","31","Hotel","2","1","1910","2084","285","372","2195","2456","2"
"1","2017","31","Hotel","10","27","1213","2253","637","1836","1850","4089","1"
"1","2017","31","Hotel","14","27","1089","1404","1576","1959","2665","3363","1"
"1","2017","31","Hotel","14","27","1661","2510","1366","2529","3027","5039","1"
"1","2017","31","Hotel","6","12","1308","2978","82","372","1390","3350","1"
"1","2017","31","Hotel","6","12","1260","2015","491","751","1751","2766","1"
"1","2017","31","Hotel","13","27","2488","6215","10","40","2498","6255","1"
"1","2017","31","Hotel","14","31","248","411","1834","4312","2082","4723","7.8"
"1","2017","31","Hotel","6","12","1290","2264","265","462","1555","2726","1"
"1","2017","31","Hotel","16","27","1252","3024","396","646","1648","3670","1"
"1","2017","31","","10","27","381","1425","172","270","553","1695","1"
"1","2017","31","Hotel","10","18","742","1866","1044","2451","1786","4317","1"
"1","2017","31","Hotel","9","37","1734","3040","469","783","2203","3823","1"
"1","2017","31","Hotel","16","27","1792","8964","0","0","1792","8964","1"
"1","2017","31","Hotel","15","16","867","2121","541","2238","1408","4359","2"
"1","2017","31","Hotel","2","1","1274","2238","261","458","1535","2696","2"
"1","2017","31","Hotel","3","4","699","1731","357","612","1056","2343","1"
"1","2017","31","Hotel","16","40","1188","1665","1900","3551","3088","5216","1"
"1","2017","31","Hotel","7","17","3108","3773","871","1131","3979","4904","1"
"1","2017","31","Hotel","12","24","752","1234","3247","4172","3999","5406","1"
"1","2017","31","Hotel","12","35","997","1907","1981","3962","2978","5869","1"
"1","2017","31","Hotel","2","6","429","605","459","467","888","1072","1"
"1","2017","31","Hotel","13","33","1325","1934","531","927","1856","2861","1"
"1","2017","31","Hotel","10","27","1780","2608","1273","1764","3053","4372","1"
"1","2017","31","Hotel","10","23","1182","1700","302","432","1484","2132","1"
"1","2017","31","Hotel","11","36","1504","2825","565","1274","2069","4099","1"
"1","2017","31","Hotel","8","34","1399","2600","88","554","1487","3154","1"
"1","2017","31","Hotel","2","6","501","1043","147","244","648","1287","1"
"1","2017","31","Hotel","14","31","676","1074","1370","2089","2046","3163","7.8"
"1","2017","31","Hotel","11","36","2311","3692","456","740","2767","4432","1"
"1","2017","31","","10","27","0","0","148","303","148","303","1"
"1","2017","31","Hotel","14","31","926","1042","3311","7909","4237","8951","5.4"
"1","2017","31","Hotel","4","13","2378","2392","4","8","2382","2400","1"
"1","2017","31","Hotel","6","28","1543","1757","84","112","1627","1869","1"
"1","2017","31","Otros","14","31","46","94","418","637","464","731","2.8"
"1","2017","31","Otros","16","27","60","60","0","0","60","60","2"
"1","2017","31","Hotel","2","1","838","1534","109","262","947","1796","2"
"1","2017","31","Hotel","10","18","2077","2446","1623","2351","3700","4797","1"
"1","2017","31","Hotel","7","17","909","2454","471","1512","1380","3966","1"
"1","2017","31","Hotel","12","24","560","1570","854","2397","1414","3967","1"
"1","2017","31","Hotel","10","18","1370","2808","1032","1976","2402","4784","1"
"1","2017","31","Hotel","2","1","1608","1734","9","15","1617","1749","1"
"1","2017","31","Hotel","10","18","804","1023","791","1556","1595","2579","1"
"1","2017","31","Hotel","6","28","1969","3136","295","535","2264","3671","1"
"1","2017","31","Hotel","5","5","361","1449","213","1480","574","2929","1"
"1","2017","31","Hotel","4","13","805","964","166","265","971","1229","1"
"1","2017","31","Hotel","10","18","1464","1647","2004","3059","3468","4706","1"
"1","2017","31","Hotel","16","40","1213","2279","1043","2013","2256","4292","1"
"1","2017","31","Hotel","8","3","2887","6998","838","1818","3725","8816","1"
"1","2017","31","Hotel","15","16","1349","2606","836","1865","2185","4471","2"
"1","2017","31","Hotel","14","31","146","308","256","1015","402","1323","7.8"
"1","2017","31","Hotel","13","33","72","79","968","1454","1040","1533","1"
"1","2017","31","Hotel","15","16","683","1422","485","2373","1168","3795","2"
"1","2017","31","Otros","4","21","618","866","64","178","682","1044","1"
"1","2017","31","Hotel","6","10","992","1755","19","43","1011","1798","1"
"1","2017","31","Hotel","16","19","741","1354","176","691","917","2045","1"
"1","2017","31","Hotel","16","27","971","2729","30","69","1001","2798","1"
"1","2017","31","Hotel","10","11","2411","3197","372","548","2783","3745","1"
"1","2017","31","Otros","10","23","417","1262","1","4","418","1266","1"
"1","2017","31","Hotel","12","35","136","312","354","847","490","1159","1"
"1","2017","31","Hotel","11","36","779","1543","517","1031","1296","2574","1"
"1","2017","31","Hotel","14","31","89","186","490","1579","579","1765","17.4"
"1","2017","31","Hotel","10","18","615","1664","948","2366","1563","4030","3.2"
"1","2017","31","Hotel","4","13","565","813","279","397","844","1210","1"
"1","2017","31","Hotel","6","12","323","677","159","421","482","1098","5"
"1","2017","31","Hotel","6","10","624","875","125","202","749","1077","1"
"1","2017","31","Otros","5","5","288","558","205","325","493","883","3.65625"
"1","2017","31","Hotel","12","24","1028","1122","1509","2288","2537","3410","1"
"1","2017","31","Hotel","8","3","1246","2639","538","1087","1784","3726","1"
"1","2017","31","Hotel","13","27","709","1620","0","0","709","1620","2.75"
"1","2017","31","Hotel","15","16","722","1510","375","1030","1097","2540","4"
"1","2017","31","Otros","15","16","267","1003","165","666","432","1669","2"
"1","2017","31","Otros","16","20","422","1169","690","2329","1112","3498","1"
"1","2017","31","Hotel","3","4","1495","1495","34","154","1529","1649","1"
"1","2017","30","Hotel","11","36","171","201","0","0","171","201","1"
"1","2017","31","Hotel","2","6","308","602","302","456","610","1058","1"
"1","2017","31","Hotel","8","34","897","1572","183","323","1080","1895","1"
"1","2017","31","Hotel","4","13","171","266","30","55","201","321","3.2"
"1","2017","31","Hotel","13","27","652","1494","0","0","652","1494","2.75"
"1","2017","31","Hotel","2","29","355","641","1030","2071","1385","2712","1"
"1","2017","31","Otros","11","36","83","315","0","0","83","315","1"
"1","2017","31","Otros","7","17","192","454","5","5","197","459","1"
"1","2017","31","","10","11","52","52","9","9","61","61","1"
"1","2017","31","Hotel","4","13","682","1006","98","183","780","1189","1"
"1","2017","31","Hotel","16","40","2053","3087","1228","1858","3281","4945","5.6666666666667"
"1","2017","31","Hotel","10","23","788","1423","1013","1804","1801","3227","2.8"
"1","2017","31","Hotel","8","34","449","687","843","1475","1292","2162","1"
"1","2017","31","Hotel","5","5","459","1187","220","850","679","2037","1"
"1","2017","31","Hotel","3","4","111","237","142","283","253","520","3"
"1","2017","31","Hotel","9","26","77","280","13","23","90","303","1"
"1","2017","31","Hotel","8","34","351","516","501","797","852","1313","1"
"1","2017","31","Hotel","7","17","329","597","342","1384","671","1981","4"
"1","2017","31","Hotel","4","13","229","622","111","307","340","929","3.2"
"1","2017","31","Hotel","12","35","19","76","712","2558","731","2634","1"
"1","2017","31","Hotel","16","40","808","1615","4646","9293","5454","10908","1"
"1","2017","31","Hotel","9","26","192","334","193","823","385","1157","1"
"1","2017","31","","6","27","219","381","35","106","254","487","1"
"1","2017","31","Hotel","9","26","222","300","12","15","234","315","1"
"1","2017","31","Hotel","4","13","144","212","127","179","271","391","3.2"
"1","2017","31","Hotel","6","28","1832","2068","173","321","2005","2389","1"
"1","2017","31","","2","29","78","249","747","2274","825","2523","1"
"1","2017","31","Hotel","16","19","343","510","0","0","343","510","1"
"1","2017","31","Hotel","13","33","1323","1743","274","426","1597","2169","1"
"1","2017","31","Hotel","8","3","511","1147","526","1234","1037","2381","1"
"1","2017","31","Hotel","14","27","363","544","1168","1242","1531","1786","1"
"1","2017","31","Hotel","16","40","686","1004","144","342","830","1346","5.6666666666667"
"1","2017","31","Hotel","12","24","210","320","451","831","661","1151","1"
"1","2017","31","Hotel","10","18","1512","2274","386","668","1898","2942","3.2"
"1","2017","31","Otros","15","16","200","215","53","53","253","268","9"
"1","2017","31","Hotel","6","10","825","927","10","24","835","951","1"
"1","2017","31","Hotel","10","11","603","1095","277","615","880","1710","1"
"1","2017","31","Otros","6","10","9","17","1","2","10","19","3.8518518518518"
"1","2017","31","Otros","10","23","100","662","0","0","100","662","1"
"1","2017","31","Otros","8","2","42","52","0","0","42","52","1"
"1","2017","31","Otros","10","11","46","72","91","133","137","205","1"
"1","2017","31","Hotel","10","23","306","501","720","1405","1026","1906","2.8"
"1","2017","31","Hotel","6","12","261","556","24","74","285","630","5"
"1","2017","31","Hotel","6","27","358","559","9","15","367","574","3"
"1","2017","31","Hotel","10","23","312","675","581","1431","893","2106","2.8"
"1","2017","31","","4","39","161","420","0","0","161","420","1"
"1","2017","31","Hotel","8","34","219","331","989","1631","1208","1962","1"
"1","2017","31","Hotel","8","34","535","800","821","1229","1356","2029","1"
"1","2017","31","Otros","4","39","17","20","0","0","17","20","2.2222222222222"
"1","2017","31","Otros","13","15","118","236","0","0","118","236","1"
"1","2017","31","Hotel","10","23","520","738","355","492","875","1230","2.8"
"1","2017","31","Otros","13","14","85","230","25","25","110","255","1"
"1","2017","31","Hotel","12","24","464","660","656","1117","1120","1777","1"
"1","2017","31","","6","25","548","584","0","0","548","584","1"
"1","2017","31","Hotel","15","27","620","1010","62","64","682","1074","1"
"1","2017","31","Hotel","12","35","163","214","1373","1734","1536","1948","1"
"1","2017","31","Hotel","16","40","0","0","1921","8115","1921","8115","1"
"1","2017","31","Hotel","16","27","97","97","105","130","202","227","1"
"1","2017","31","Hotel","9","30","215","366","0","0","215","366","1"
"1","2017","31","Hotel","4","13","242","455","252","385","494","840","3.2"
"1","2017","31","Hotel","2","29","34","114","326","1206","360","1320","1"
"1","2017","31","Hotel","16","20","1122","1219","677","734","1799","1953","1"
"1","2017","31","Hotel","5","5","516","1305","101","481","617","1786","1"
"1","2017","31","Hotel","13","33","910","1439","105","198","1015","1637","1"
"1","2017","31","Otros","16","19","358","584","0","0","358","584","1.3333333333333"
"1","2017","31","Hotel","12","24","99","453","430","875","529","1328","1"
"1","2017","31","","8","2","339","714","72","144","411","858","1"
"1","2017","31","Hotel","12","35","8","81","267","2051","275","2132","1"
"1","2017","31","Hotel","16","27","51","69","1299","1395","1350","1464","2.5"
"1","2017","31","Otros","9","37","80","160","0","0","80","160","2"
"1","2017","31","Otros","16","27","342","793","39","126","381","919","2"
"1","2017","31","Hotel","8","34","537","717","708","1286","1245","2003","1"
"1","2017","31","Otros","8","3","995","4726","73","304","1068","5030","1"
"1","2017","31","Hotel","7","27","295","438","16","36","311","474","1"
"1","2017","31","Hotel","4","39","354","513","15","19","369","532","1"
"1","2017","31","Hotel","15","16","386","659","447","977","833","1636","4"
"1","2017","31","Hotel","4","39","7","19","0","0","7","19","1"
"1","2017","31","Hotel","4","39","255","485","33","35","288","520","1"
"1","2017","29","Hotel","15","16","164","453","278","1344","442","1797","4"
"1","2017","31","Hotel","14","31","184","387","212","384","396","771","17.4"
"1","2017","31","Hotel","8","34","278","358","850","1219","1128","1577","1"
"1","2017","31","Hotel","6","28","313","429","263","321","576","750","1"
"1","2017","31","Hotel","7","17","510","695","535","842","1045","1537","4"
"1","2017","31","Otros","7","27","151","453","0","0","151","453","1"
"1","2017","31","Hotel","11","36","1366","1840","148","576","1514","2416","1"
"1","2017","31","Otros","7","17","564","1230","104","190","668","1420","1"
"1","2017","31","Otros","4","21","3","3","162","444","165","447","1"
"1","2017","31","Otros","15","16","219","312","104","265","323","577","2"
"1","2017","31","Otros","7","17","341","1095","349","2176","690","3271","3"
"1","2017","31","Hotel","7","38","227","314","26","37","253","351","1"
"1","2017","31","Hotel","16","27","145","431","23","107","168","538","2.5"
"1","2017","31","Hotel","2","6","71","340","69","71","140","411","2.2"
"1","2017","31","Hotel","11","36","451","816","290","558","741","1374","1"
"1","2017","31","Otros","13","14","5","8","5","20","10","28","1"
"1","2017","31","Hotel","6","28","143","171","48","52","191","223","1"
"1","2017","31","Hotel","6","12","62","105","0","0","62","105","5"
"1","2017","31","Otros","9","22","242","593","0","0","242","593","1"
"1","2017","31","","13","14","232","522","24","132","256","654","2"
"1","2017","31","Hotel","2","29","79","213","633","1379","712","1592","1"
"1","2017","31","Hotel","2","29","40","176","150","569","190","745","1"
"1","2017","31","Otros","4","13","377","397","38","38","415","435","1"
"1","2017","31","Hotel","15","16","187","309","39","81","226","390","4"
"1","2017","31","Hotel","2","1","143","346","8","10","151","356","6.4"
"1","2017","31","Otros","7","27","220","414","0","0","220","414","1"
"1","2017","31","Otros","13","33","159","175","2","2","161","177","5.125"
"1","2017","31","","4","21","933","1432","266","304","1199","1736","1"
"1","2017","31","Hotel","6","10","356","356","9","9","365","365","1"
"1","2017","31","Hotel","11","36","214","345","0","0","214","345","1"
"1","2017","31","Otros","14","31","95","400","200","620","295","1020","2.8"
"1","2017","31","Hotel","7","27","200","296","29","185","229","481","1"
"1","2017","31","Otros","6","10","0","0","20","400","20","400","3.8518518518518"
"1","2017","31","Hotel","4","39","56","83","36","43","92","126","2.6"
"1","2017","31","Otros","8","2","44","80","101","176","145","256","6.4285714285714"
"1","2017","31","Otros","11","36","104","216","25","36","129","252","5.1904761904762"
"1","2017","31","Hotel","13","33","71","122","0","0","71","122","1"
"1","2017","31","Hotel","10","18","62","62","78","78","140","140","1"
"1","2017","31","Otros","9","37","122","234","0","0","122","234","2"
"1","2017","31","","3","4","99","187","84","158","183","345","1"
"1","2017","31","Hotel","7","17","256","650","95","172","351","822","4"
"1","2017","31","Hotel","8","2","244","437","53","82","297","519","1"
"1","2017","31","Otros","9","37","44","59","0","0","44","59","2"
"1","2017","29","Otros","15","16","202","312","107","229","309","541","2"
"1","2017","29","Hotel","10","11","556","797","22","34","578","831","1"
"1","2017","31","Hotel","16","19","315","417","0","0","315","417","1"
"1","2017","31","Hotel","10","23","173","240","423","574","596","814","4"
"1","2017","31","","7","38","285","574","151","245","436","819","1"
"1","2017","31","Hotel","7","27","155","398","8","22","163","420","1"
"1","2017","31","Hotel","11","36","509","1220","210","434","719","1654","1"
"1","2017","31","Hotel","16","40","243","370","32","72","275","442","16.333333333333"
"1","2017","31","Hotel","16","19","70","168","0","0","70","168","1"
"1","2017","31","Hotel","12","35","176","366","380","739","556","1105","1"
"1","2017","31","Hotel","16","19","129","184","0","0","129","184","1"
"1","2017","31","Hotel","16","20","150","224","0","0","150","224","1"
"1","2017","31","Hotel","10","11","350","583","65","88","415","671","1"
"1","2017","31","Otros","7","27","150","298","12","40","162","338","4.8333333333333"
"1","2017","31","Otros","7","27","23","72","0","0","23","72","1"
"1","2017","31","Hotel","7","27","33","38","3","3","36","41","4.1666666666667"
"1","2017","31","Otros","16","19","283","398","0","0","283","398","1"
"1","2017","31","Otros","13","14","451","1096","16","24","467","1120","1"
"1","2017","31","Otros","11","15","68","168","0","0","68","168","2.3571428571429"
"1","2017","31","Otros","10","27","64","80","102","152","166","232","4.84"
"1","2017","31","Otros","14","31","153","153","2561","2561","2714","2714","2.8"
"1","2017","31","Otros","11","36","61","199","38","76","99","275","5.1904761904762"
"1","2017","31","Hotel","16","19","137","330","10","10","147","340","1"
"1","2017","31","","14","27","180","310","0","0","180","310","2.6666666666667"
"1","2017","31","Hotel","16","40","112","122","58","64","170","186","5.6666666666667"
"1","2017","31","Hotel","10","27","14","35","0","0","14","35","2.25"
"1","2017","31","Otros","2","29","115","137","428","607","543","744","3.28"
"1","2017","31","Hotel","13","27","0","0","105","136","105","136","1"
"1","2017","31","Otros","9","22","144","172","2","8","146","180","1"
"1","2017","31","Hotel","2","27","165","245","33","53","198","298","1"
"1","2017","31","Hotel","8","34","274","384","651","1021","925","1405","1"
"1","2017","31","Hotel","7","27","229","419","2","2","231","421","1"
"1","2017","31","Hotel","15","16","223","416","258","891","481","1307","4"
"1","2017","31","Hotel","16","20","217","401","5","13","222","414","1"
"1","2017","31","Otros","4","13","111","287","2","2","113","289","1"
"1","2017","31","Otros","5","9","306","483","205","337","511","820","1"
"1","2017","31","Hotel","2","1","155","424","12","31","167","455","6.4"
"1","2017","31","Otros","11","32","59","470","0","0","59","470","2.2857142857143"
"1","2017","31","Hotel","2","29","10","61","171","1667","181","1728","1"
"1","2017","31","Hotel","16","27","158","183","102","112","260","295","2.5"
"1","2017","31","Hotel","10","18","238","751","3","3","241","754","3.2"
"1","2017","31","Otros","11","36","544","641","48","66","592","707","1"
"1","2017","31","Otros","13","14","91","160","15","24","106","184","1"
"1","2017","31","Hotel","7","27","140","185","0","0","140","185","1"
"1","2017","31","Otros","7","17","158","158","11","11","169","169","3"
"1","2017","31","Otros","14","31","117","234","470","969","587","1203","2.8"
"1","2017","31","Hotel","12","35","87","136","339","684","426","820","1"
"1","2017","31","Hotel","2","29","51","142","488","1515","539","1657","1"
"1","2017","31","Hotel","8","3","251","717","350","824","601","1541","1"
"1","2017","31","Hotel","8","34","349","490","338","601","687","1091","2.5714285714286"
"1","2017","31","Hotel","8","34","199","268","318","519","517","787","2.5714285714286"
"1","2017","31","Hotel","12","35","105","274","476","786","581","1060","1"
"1","2017","31","Hotel","12","35","94","103","228","320","322","423","1"
"1","2017","31","Hotel","11","32","208","515","61","110","269","625","1"
"1","2017","31","Hotel","13","33","230","290","203","452","433","742","2"
"1","2017","31","Hotel","10","23","184","298","153","307","337","605","2.8"
"1","2017","31","Hotel","12","35","256","727","100","120","356","847","1"
"1","2017","31","","16","40","240","390","347","895","587","1285","3.0555555555556"
"1","2017","31","Otros","16","19","180","318","0","0","180","318","1.3333333333333"
"1","2017","31","Otros","16","20","102","306","72","432","174","738","1"
"1","2017","31","Hotel","6","12","145","311","11","22","156","333","5"
"1","2017","31","Hotel","16","19","326","499","0","0","326","499","4"
"1","2017","31","Hotel","12","24","125","390","297","661","422","1051","1"
"1","2017","31","Hotel","12","24","134","271","422","530","556","801","3"
"1","2017","0","Hotel","8","3","0","0","0","0","0","0","1"
"1","2017","31","Hotel","5","9","10","10","4","8","14","18","1"
"1","2017","31","Hotel","16","27","196","336","24","82","220","418","2.5"
"1","2017","31","Otros","10","23","51","51","0","0","51","51","7"
"1","2017","31","Otros","13","14","340","653","26","53","366","706","7.3846153846154"
"1","2017","31","Otros","2","6","112","566","27","61","139","627","1"
"1","2017","26","Hotel","15","16","17","19","293","334","310","353","7.8"
"1","2017","31","Hotel","8","3","750","1500","12","24","762","1524","1"
"1","2017","31","Hotel","8","34","253","492","392","803","645","1295","1"
"1","2017","31","Hotel","8","3","188","501","173","453","361","954","1"
"1","2017","31","","2","29","74","210","40","99","114","309","1"
"1","2017","31","Hotel","2","1","208","408","31","74","239","482","6.4"
"1","2017","31","Hotel","7","17","201","349","132","166","333","515","4"
"1","2017","31","Otros","7","17","187","1028","367","2422","554","3450","3"
"1","2017","31","Hotel","16","40","258","510","412","1018","670","1528","5.6666666666667"
"1","2017","31","Hotel","12","24","145","220","718","1030","863","1250","1"
"1","2017","31","Hotel","14","31","232","510","347","866","579","1376","17.4"
"1","2017","0","Hotel","9","26","0","0","0","0","0","0","1"
"1","2017","31","Hotel","6","12","44","76","0","0","44","76","5"
"1","2017","31","Otros","5","9","13","25","26","28","39","53","4.0454545454545"
"1","2017","31","Otros","5","9","26","26","6","6","32","32","4.0454545454545"
"1","2017","31","Otros","15","27","224","334","4","4","228","338","1.4222222222222"
"1","2017","31","Hotel","8","34","1","1","3","3","4","4","2.5714285714286"
"1","2017","31","Hotel","10","18","255","825","217","560","472","1385","7.75"
"1","2017","31","Hotel","15","16","475","714","167","605","642","1319","7.8"
"1","2017","31","Hotel","2","29","63","194","382","1247","445","1441","1"
"1","2017","31","Hotel","4","39","205","422","5","5","210","427","2.6"
"1","2017","31","Otros","4","39","101","106","5","8","106","114","2.2222222222222"
"1","2017","31","Hotel","4","13","675","832","294","975","969","1807","5.4"
"1","2017","31","Otros","10","23","41","82","9","18","50","100","7"
"1","2017","31","Otros","14","31","58","99","506","1094","564","1193","20.2"
"1","2017","31","Hotel","3","4","250","611","129","273","379","884","2.6"
"1","2017","31","Hotel","10","23","75","150","10","20","85","170","4"
"1","2017","31","Otros","9","22","498","1426","0","0","498","1426","1"
"1","2017","31","Hotel","12","24","54","117","443","687","497","804","3"
"1","2017","31","Hotel","13","14","38","43","4","6","42","49","1"
"1","2017","31","Hotel","12","35","212","384","287","420","499","804","1.7272727272727"
"1","2017","31","Hotel","6","28","465","669","0","0","465","669","1"
"1","2017","31","","6","28","68","381","0","0","68","381","1"
"1","2017","31","Hotel","12","24","315","796","254","717","569","1513","3"
"1","2017","31","Otros","5","9","13","24","14","16","27","40","4.0454545454545"
"1","2017","31","Hotel","16","20","70","80","1","1","71","81","1"
"1","2017","31","Hotel","4","21","343","734","80","194","423","928","3"
"1","2017","31","Otros","10","11","54","76","13","16","67","92","11.764705882353"
"1","2017","31","Otros","13","14","57","116","0","0","57","116","7.3846153846154"
"1","2017","31","Otros","6","27","380","1104","0","0","380","1104","1"
"1","2017","31","Otros","16","27","167","412","8","24","175","436","13.818181818182"
"1","2017","31","Hotel","9","26","580","580","0","0","580","580","1"
"1","2017","31","Hotel","16","27","901","1497","874","1124","1775","2621","2.5"
"1","2017","31","Hotel","3","4","909","1525","430","740","1339","2265","3"
"1","2017","31","Otros","16","27","220","370","3","3","223","373","2"
"1","2017","31","Otros","16","19","1046","5160","22","42","1068","5202","1.3333333333333"
"1","2017","31","Hotel","6","12","856","1100","56","56","912","1156","5"
"1","2017","31","Hotel","2","1","320","483","74","112","394","595","6.4"
"1","2017","31","Hotel","10","11","623","1176","136","309","759","1485","1"
"1","2017","31","Otros","10","23","128","273","11","20","139","293","1"
"1","2017","31","Otros","10","27","652","943","548","795","1200","1738","4.84"
"1","2017","31","Hotel","16","27","195","323","76","264","271","587","2.5"
"1","2017","31","Hotel","6","28","204","315","118","128","322","443","1"
"1","2017","31","Hotel","4","13","47","95","4","20","51","115","5.4"
"1","2017","31","Hotel","14","27","566","770","5","5","571","775","8.5"
"1","2017","31","Hotel","10","27","194","281","861","1143","1055","1424","1"
"1","2017","31","Hotel","13","27","153","230","72","99","225","329","4.2"
"1","2017","31","Hotel","3","4","641","924","71","139","712","1063","3"
"1","2017","31","Otros","4","13","244","251","27","27","271","278","3.4"
"1","2017","31","Otros","11","15","38","65","2","2","40","67","2.3571428571429"
"1","2017","31","Otros","6","10","132","792","0","0","132","792","3.8518518518518"
"1","2017","31","Otros","2","1","114","142","59","75","173","217","1"
"1","2017","31","","6","12","92","262","0","0","92","262","1"
"1","2017","31","Otros","10","23","317","803","43","125","360","928","1"
"1","2017","31","Hotel","16","19","206","329","0","0","206","329","4"
"1","2017","31","Hotel","10","11","29","123","25","81","54","204","5.6666666666667"
"1","2017","31","Hotel","10","23","146","176","26","26","172","202","4"
"1","2017","31","Otros","14","31","54","167","319","862","373","1029","2.8"
"1","2017","31","Otros","13","27","7","7","0","0","7","7","12.2"
"1","2017","31","Hotel","2","1","315","431","0","0","315","431","6.4"
"1","2017","31","Hotel","16","19","86","146","0","0","86","146","4"
"1","2017","31","Otros","12","35","97","152","64","98","161","250","3.5"
"1","2017","31","Otros","15","16","190","600","242","639","432","1239","2"
"1","2017","31","Otros","9","22","461","922","141","282","602","1204","1"
"1","2017","31","Hotel","10","27","263","381","780","1041","1043","1422","1"
"1","2017","31","Hotel","2","27","162","329","26","46","188","375","3.6"
"1","2017","31","Hotel","16","20","64","222","37","242","101","464","1"
"1","2017","31","Hotel","10","18","5","25","2","2","7","27","7.75"
"1","2017","31","Hotel","6","12","303","326","0","0","303","326","5"
"1","2017","31","Hotel","2","27","75","258","0","0","75","258","3.6"
"1","2017","31","Hotel","15","16","250","469","119","369","369","838","7.8"
"1","2017","31","Hotel","10","23","73","73","24","24","97","97","4"
"1","2017","31","Hotel","11","32","122","253","21","24","143","277","1"
"1","2017","31","Hotel","14","27","122","380","49","172","171","552","8.5"
"1","2017","31","Otros","16","19","59","96","0","0","59","96","4"
"1","2017","31","Otros","10","11","32","35","3","7","35","42","11.764705882353"
"1","2017","31","Otros","13","14","61","181","10","15","71","196","1"
"1","2017","31","Hotel","2","27","98","250","22","30","120","280","3.6"
"1","2017","31","Otros","13","14","198","987","16","86","214","1073","7.3846153846154"
"1","2017","31","Hotel","2","1","154","198","18","24","172","222","6.4"
"1","2017","31","Otros","7","17","113","581","296","1953","409","2534","17.166666666667"
"1","2017","31","Otros","10","23","58","312","15","60","73","372","7"
"1","2017","31","Hotel","13","27","272","272","58","58","330","330","2.75"
"1","2017","31","Otros","10","18","81","526","0","0","81","526","10.25"
"1","2017","31","Otros","5","9","20","620","0","0","20","620","4.0454545454545"
"1","2017","31","Hotel","4","39","101","134","16","18","117","152","2.6"
"1","2017","31","Otros","16","27","48","121","3","6","51","127","13.818181818182"
"1","2017","31","Hotel","14","27","29","59","75","270","104","329","8.5"
"1","2017","31","Hotel","10","11","184","320","88","142","272","462","5.6666666666667"
"1","2017","31","Hotel","10","18","136","433","0","0","136","433","7.75"
"1","2017","31","Otros","14","31","85","170","249","343","334","513","20.2"
"1","2017","31","Otros","11","32","88","248","4","4","92","252","2.2857142857143"
"1","2017","31","Otros","5","5","28","64","9","90","37","154","3.65625"
"1","2017","31","Otros","6","25","130","312","0","0","130","312","2.3846153846154"
"1","2017","31","Hotel","3","4","80","183","19","54","99","237","2.6"
"1","2017","31","Otros","7","27","383","969","41","165","424","1134","4.8333333333333"
"1","2017","31","Otros","2","29","119","171","230","319","349","490","3.28"
